gene,pathway,database,cluster,theme
SAMM50,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
TIMM9,OXPHOS,Hallmark,C3,Other
TIMM8B,OXPHOS,Hallmark,C3,Other
TIMM13,OXPHOS,Hallmark,C3,Other
MPC1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MRPS18B,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
NFS1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MTCH2,Cellular Respiration,GO:BP,C3,Other
CHCHD2,Cellular Respiration,GO:BP,C3,Other
NDUFB9,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COX11,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SQOR,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
SMTNL1,Regulation Of Tube Size,GO:BP,C4,Other
PSMD9,Heme Metabolism,Hallmark,C4,Immune & Complement
PGRMC1,Neutrophil Degranulation,Reactome,C4,Other
FBP2,Gluconeogenesis,Reactome,C4,Other
PDXK,Neutrophil Degranulation,Reactome,C4,Other
GAPDHS,Gluconeogenesis,Reactome,C4,Other
IMPA2,Estrogen Response Late,Hallmark,C4,Other
ATP2A1,Platelet Homeostasis,Reactome,C4,Other
SYNJ2,Phospholipid Metabolic Process,GO:BP,C4,Mitochondrial & Energy Metabolism
MAPK13,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
SLC16A3,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
ARPC5,Neutrophil Degranulation,Reactome,C4,Other
DHX15,Response To Toxic Substance,GO:BP,C4,Other
LAT,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
DNPH1,Carbohydrate Derivative Catabolic Process,GO:BP,C4,Other
AP1G1,Leukocyte Mediated Immunity,GO:BP,C4,Immune & Complement
LANCL1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
SLC37A4,Gluconeogenesis,Reactome,C4,Other
TOM1,Neutrophil Degranulation,Reactome,C4,Other
IDH1,Neutrophil Degranulation,Reactome,C4,Other
FLOT1,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
DDAH1,Regulation Of Systemic Arterial Blood Pressure,GO:BP,C4,Immune & Complement
PLPBP,Pyridine Containing Compound Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
H6PD,Pyridine Containing Compound Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
OXSR1,Reactive Oxygen Species Pathway,Hallmark,C4,Metabolic & Redox Regulation
BPNT1,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
MOCS2,Estrogen Response Late,Hallmark,C4,Other
CYB5A,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
LDHA,Reference Glycolysis,KEGG,C4,Metabolic & Redox Regulation
ALDH1A1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
SOD1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
CP,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
PGK1,Gluconeogenesis,Reactome,C4,Other
AK1,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
HP,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
CFB,Complement Cascade,Reactome,C4,Immune & Complement
CA2,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
SERPINA1,Neutrophil Degranulation,Reactome,C4,Other
SERPINA3,Neutrophil Degranulation,Reactome,C4,Other
AGT,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
A2M,Humoral Immune Response,GO:BP,C4,Immune & Complement
C3,Complement Cascade,Reactome,C4,Immune & Complement
JCHAIN,Scavenging Of Heme From Plasma,Reactome,C4,Immune & Complement
IGKV3-20,Complement Cascade,Reactome,C4,Immune & Complement
IGHV3-7,Complement Cascade,Reactome,C4,Immune & Complement
IGKC,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
IGHG1,Complement Cascade,Reactome,C4,Immune & Complement
IGHG2,Complement Cascade,Reactome,C4,Immune & Complement
IGHG3,Humoral Immune Response,GO:BP,C4,Immune & Complement
IGHM,Humoral Immune Response,GO:BP,C4,Immune & Complement
IGHA1,Scavenging Of Heme From Plasma,Reactome,C4,Immune & Complement
HLA-DRB1,Humoral Immune Response,GO:BP,C4,Immune & Complement
APOE,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
APOC2,Coagulation,Hallmark,C4,Immune & Complement
LRG1,Neutrophil Degranulation,Reactome,C4,Other
RBP4,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
ORM1,Neutrophil Degranulation,Reactome,C4,Other
TTR,Neutrophil Degranulation,Reactome,C4,Other
ALB,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
PPBP,Humoral Immune Response,GO:BP,C4,Immune & Complement
TF,Humoral Immune Response,GO:BP,C4,Immune & Complement
FTH1,Neutrophil Degranulation,Reactome,C4,Other
MT2A,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
CAT,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
ALDOA,Gluconeogenesis,Reactome,C4,Other
CSTB,Neutrophil Degranulation,Reactome,C4,Other
KRT1,Humoral Immune Response,GO:BP,C4,Immune & Complement
GAPDH,Gluconeogenesis,Reactome,C4,Other
HLA-A,Humoral Immune Response,GO:BP,C4,Immune & Complement
APOD,KRAS Signaling Up,Hallmark,C4,Intracellular Transport & Signaling
ALDH2,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
S100A8,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
SERPING1,Complement Cascade,Reactome,C4,Immune & Complement
S100A9,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
ENO1,Gluconeogenesis,Reactome,C4,Other
GPI,Gluconeogenesis,Reactome,C4,Other
DBI,Phospholipid Metabolic Process,GO:BP,C4,Mitochondrial & Energy Metabolism
GPX1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
CTSD,Neutrophil Degranulation,Reactome,C4,Other
DCN,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
PSAP,Neutrophil Degranulation,Reactome,C4,Other
BPGM,Reference Glycolysis,KEGG,C4,Metabolic & Redox Regulation
PFKM,Reference Glycolysis,KEGG,C4,Metabolic & Redox Regulation
CFH,Complement Cascade,Reactome,C4,Immune & Complement
SERPINF2,Acute Inflammatory Response,GO:BP,C4,Immune & Complement
KRT19,Estrogen Response Late,Hallmark,C4,Other
ENO2,Gluconeogenesis,Reactome,C4,Other
GSTP1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
HMGB1,Neutrophil Degranulation,Reactome,C4,Other
FBP1,Gluconeogenesis,Reactome,C4,Other
GSTM1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
LTA4H,Neutrophil Degranulation,Reactome,C4,Other
IGLC2,Complement Cascade,Reactome,C4,Immune & Complement
IGLC3,Complement Cascade,Reactome,C4,Immune & Complement
TXN,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
PRKAR1A,Fcgr3a Mediated Il10 Synthesis,Reactome,C4,Other
ESD,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
CLU,Complement Cascade,Reactome,C4,Immune & Complement
EPB41,Heme Metabolism,Hallmark,C4,Immune & Complement
SPTB,Heme Metabolism,Hallmark,C4,Immune & Complement
ADH5,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
CKB,Estrogen Response Late,Hallmark,C4,Other
ANXA3,Leukocyte Mediated Immunity,GO:BP,C4,Immune & Complement
XRCC5,Neutrophil Degranulation,Reactome,C4,Other
LAMP2,Neutrophil Degranulation,Reactome,C4,Other
VCAN,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
ALAD,Response To Toxic Substance,GO:BP,C4,Other
LCP1,KRAS Signaling Up,Hallmark,C4,Intracellular Transport & Signaling
APEH,Neutrophil Degranulation,Reactome,C4,Other
PRKAR2A,Fcgr3a Mediated Il10 Synthesis,Reactome,C4,Other
ENO3,Gluconeogenesis,Reactome,C4,Other
CD59,Complement Cascade,Reactome,C4,Immune & Complement
PKM,Reference Glycolysis,KEGG,C4,Metabolic & Redox Regulation
CPA3,Regulation Of Systemic Arterial Blood Pressure,GO:BP,C4,Immune & Complement
PGAM2,Gluconeogenesis,Reactome,C4,Other
NME1,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
ANK1,Heme Metabolism,Hallmark,C4,Immune & Complement
PPP3CB,Leukocyte Mediated Immunity,GO:BP,C4,Immune & Complement
FAH,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
PGAM1,Gluconeogenesis,Reactome,C4,Other
TYMP,Carbohydrate Derivative Catabolic Process,GO:BP,C4,Other
ATP2B1,Platelet Homeostasis,Reactome,C4,Other
PSMB1,Neutrophil Degranulation,Reactome,C4,Other
GSTM3,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
GPD1,Carbohydrate Derivative Catabolic Process,GO:BP,C4,Other
COMT,Response To Toxic Substance,GO:BP,C4,Other
OSBP,Phospholipid Metabolic Process,GO:BP,C4,Mitochondrial & Energy Metabolism
GPX3,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
FBLN1,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
S100A1,Coagulation,Hallmark,C4,Immune & Complement
ATP2B4,Platelet Homeostasis,Reactome,C4,Other
ACP1,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
AZGP1,Leukocyte Mediated Immunity,GO:BP,C4,Immune & Complement
MPST,Response To Toxic Substance,GO:BP,C4,Other
PSMA1,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
PSMA2,Neutrophil Degranulation,Reactome,C4,Other
PSMA4,Nuclear Events Mediated By Nfe2l2,Reactome,C4,Other
STOM,Neutrophil Degranulation,Reactome,C4,Other
PSMA5,Neutrophil Degranulation,Reactome,C4,Other
PSMB6,Nuclear Events Mediated By Nfe2l2,Reactome,C4,Other
GSTM2,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
CD38,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
IMPA1,Phospholipid Metabolic Process,GO:BP,C4,Mitochondrial & Energy Metabolism
EPHA2,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
TKT,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
PRDX6,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
BLVRB,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
DDT,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
ADSS2,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
ADSL,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
SRI,Platelet Homeostasis,Reactome,C4,Other
PRDX2,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
SHMT1,Nucleoside Monophosphate Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
MPI,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
GPC1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
SERPINB6,Neutrophil Degranulation,Reactome,C4,Other
AGL,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
BSG,Heme Metabolism,Hallmark,C4,Immune & Complement
GLRX,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
PGM1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
GMPR,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
GPX4,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
TALDO1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
SNCA,Hydrogen Peroxide Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
STAT3,Hydrogen Peroxide Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
MDH1,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
SLC1A4,Estrogen Response Late,Hallmark,C4,Other
GPD2,Complement,Hallmark,C4,Immune & Complement
PHKA1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
IQGAP1,Neutrophil Degranulation,Reactome,C4,Other
PREP,Complement,Hallmark,C4,Immune & Complement
ME1,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
PIP4K2A,Phospholipid Metabolic Process,GO:BP,C4,Mitochondrial & Energy Metabolism
GCLM,Reactive Oxygen Species Pathway,Hallmark,C4,Metabolic & Redox Regulation
ALDH9A1,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
PCYT1A,B Cell Mediated Immunity,GO:BP,C4,Immune & Complement
PSMB3,Nuclear Events Mediated By Nfe2l2,Reactome,C4,Other
PSMB2,Nuclear Events Mediated By Nfe2l2,Reactome,C4,Other
HINT1,Carbohydrate Derivative Catabolic Process,GO:BP,C4,Other
GSK3A,Carbohydrate Derivative Catabolic Process,GO:BP,C4,Other
NUDT2,Nucleoside Monophosphate Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
MECP2,Regulation Of Systemic Arterial Blood Pressure,GO:BP,C4,Immune & Complement
ALDH3A2,Aldehyde Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
PSMD7,Neutrophil Degranulation,Reactome,C4,Other
STAT5B,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
HDGF,Heme Metabolism,Hallmark,C4,Immune & Complement
PRELP,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
PGD,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
AKR1C2,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
CACNB3,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
USP14,Complement,Hallmark,C4,Immune & Complement
RAD23A,Heme Metabolism,Hallmark,C4,Immune & Complement
ADK,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
CDH13,Response To Toxic Substance,GO:BP,C4,Other
DEFA3,Humoral Immune Response,GO:BP,C4,Immune & Complement
TPI1,Gluconeogenesis,Reactome,C4,Other
PRPS1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
PSMA6,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
UBE2N,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
RAB14,Neutrophil Degranulation,Reactome,C4,Other
RAP1B,Neutrophil Degranulation,Reactome,C4,Other
RHOA,Neutrophil Degranulation,Reactome,C4,Other
NPC2,Neutrophil Degranulation,Reactome,C4,Other
YWHAG,Leukocyte Mediated Immunity,GO:BP,C4,Immune & Complement
RAP1A,Neutrophil Degranulation,Reactome,C4,Other
GNB1,Platelet Homeostasis,Reactome,C4,Other
GNB2,Platelet Homeostasis,Reactome,C4,Other
FKBP1A,Signaling By The B Cell Receptor Bcr,Reactome,C4,Intracellular Transport & Signaling
RAC1,Hydrogen Peroxide Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
VAMP2,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
PPP3R1,Signaling By The B Cell Receptor Bcr,Reactome,C4,Intracellular Transport & Signaling
SKP1,Nuclear Events Mediated By Nfe2l2,Reactome,C4,Other
PPP2CA,Glucose Metabolism,Reactome,C4,Metabolic & Redox Regulation
PAFAH1B2,Neutrophil Degranulation,Reactome,C4,Other
HBB,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
HBA1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
PIP4K2B,Phospholipid Metabolic Process,GO:BP,C4,Mitochondrial & Energy Metabolism
AMPD3,Neutrophil Degranulation,Reactome,C4,Other
FABP5,Neutrophil Degranulation,Reactome,C4,Other
FKBP4,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
GLO1,Aldehyde Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
PRDX1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
PUDP,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
CD47,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
STX4,Complement,Hallmark,C4,Immune & Complement
MTAP,Carbohydrate Derivative Catabolic Process,GO:BP,C4,Other
PAK1,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
PRDX4,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
PSMD2,Neutrophil Degranulation,Reactome,C4,Other
SELENBP1,Heme Metabolism,Hallmark,C4,Immune & Complement
FKBP5,Estrogen Response Late,Hallmark,C4,Other
SQSTM1,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
STIM1,Platelet Homeostasis,Reactome,C4,Other
BLMH,Response To Toxic Substance,GO:BP,C4,Other
PRKG1,Platelet Homeostasis,Reactome,C4,Other
ITIH4,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
KARS1,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
PPP2R5A,Platelet Homeostasis,Reactome,C4,Other
PTGES3,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
PTPA,Reactive Oxygen Species Pathway,Hallmark,C4,Metabolic & Redox Regulation
ADRM1,Nuclear Events Mediated By Nfe2l2,Reactome,C4,Other
GUK1,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
HAGH,Heme Metabolism,Hallmark,C4,Immune & Complement
PHKG1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
TXNRD1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
GNAS,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
UBR4,Neutrophil Degranulation,Reactome,C4,Other
CAVIN1,Hypoxia,Hallmark,C4,Other
HUWE1,Neutrophil Degranulation,Reactome,C4,Other
CARM1,Cellular Response To Chemical Stress,Reactome,C4,Other
SLC44A2,Neutrophil Degranulation,Reactome,C4,Other
ADSS1,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
JAGN1,Leukocyte Mediated Immunity,GO:BP,C4,Immune & Complement
NT5C,Carbohydrate Derivative Catabolic Process,GO:BP,C4,Other
NEK7,Heme Metabolism,Hallmark,C4,Immune & Complement
NUP133,Glucose Metabolism,Reactome,C4,Metabolic & Redox Regulation
ATP2A3,Platelet Homeostasis,Reactome,C4,Other
PHKB,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
DCUN1D1,Heme Metabolism,Hallmark,C4,Immune & Complement
CNDP2,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
VPS35,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
BBS4,Regulation Of Systemic Arterial Blood Pressure,GO:BP,C4,Immune & Complement
PSMB7,Neutrophil Degranulation,Reactome,C4,Other
PSMD1,Neutrophil Degranulation,Reactome,C4,Other
PAFAH2,Platelet Homeostasis,Reactome,C4,Other
PARK7,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
CHP1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
CPNE1,Neutrophil Degranulation,Reactome,C4,Other
TXNDC17,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
CPPED1,Neutrophil Degranulation,Reactome,C4,Other
LXN,Hypoxia,Hallmark,C4,Other
ADI1,Metabolic Compound Salvage,GO:BP,C4,Metabolic & Redox Regulation
NT5C1A,Carbohydrate Derivative Catabolic Process,GO:BP,C4,Other
NLN,Monosaccharide Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
NT5C3A,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
RBKS,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4,Metabolic & Redox Regulation
NIT2,Neutrophil Degranulation,Reactome,C4,Other
PHPT1,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
PNPO,Aldehyde Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
MYOF,Estrogen Response Late,Hallmark,C4,Other
GMPR2,Metabolism Of Nucleotides,Reactome,C4,Metabolic & Redox Regulation
GRHPR,Hypoxia,Hallmark,C4,Other
DPP7,Neutrophil Degranulation,Reactome,C4,Other
ENOPH1,Metabolic Compound Salvage,GO:BP,C4,Metabolic & Redox Regulation
EIF2B4,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4,Immune & Complement
LCMT1,Monosaccharide Metabolic Process,GO:BP,C4,Metabolic & Redox Regulation
NDRG2,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
SNX6,Regulation Of Inflammatory Response,GO:BP,C4,Immune & Complement
PLAA,Phospholipid Metabolic Process,GO:BP,C4,Mitochondrial & Energy Metabolism
SH3GLB1,Phospholipid Metabolic Process,GO:BP,C4,Mitochondrial & Energy Metabolism
USP15,Complement,Hallmark,C4,Immune & Complement
DTNA,Hypoxia,Hallmark,C4,Other
GMPPB,Glycolysis,Hallmark,C4,Metabolic & Redox Regulation
HEBP2,Neutrophil Degranulation,Reactome,C4,Other
SAR1B,Xenobiotic Metabolism,Hallmark,C4,Metabolic & Redox Regulation
SESN1,Detoxification,GO Slim,C4,Metabolic & Redox Regulation
