gene,pathway,database,cluster,theme
IMPA2,small molecule biosynthetic process,GO:BP,C4,Other
ATP2A1,positive regulation of molecular function,GO:BP,C4,Other
MAPK13,cellular response to oxygen-containing compound,GO:BP,C4,Other
SLC16A3,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
DHX15,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
TPD52L2,carbohydrate metabolic process,GO:BP,C4,Metabolic & Redox Regulation
LAT,regulation of protein modification process,GO:BP,C4,Other
DNPH1,small molecule biosynthetic process,GO:BP,C4,Other
PRKAB2,small molecule biosynthetic process,GO:BP,C4,Other
AP1G1,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
LANCL1,carbohydrate metabolic process,GO:BP,C4,Metabolic & Redox Regulation
SLC37A4,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
TBC1D4,cellular response to oxygen-containing compound,GO:BP,C4,Other
USO1,cellular response to oxygen-containing compound,GO:BP,C4,Other
COBL,tube morphogenesis,GO:BP,C4,Other
VPS4B,vasculature development,GO:BP,C4,Other
PPM1B,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
PSMD10,regulation of protein modification process,GO:BP,C4,Other
IDH1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
FLOT1,regulation of protein modification process,GO:BP,C4,Other
DDAH1,vasculature development,GO:BP,C4,Other
PGM3,carbohydrate metabolic process,GO:BP,C4,Metabolic & Redox Regulation
H6PD,small molecule biosynthetic process,GO:BP,C4,Other
OXSR1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
BAG2,regulation of protein modification process,GO:BP,C4,Other
BPNT1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
MOCS2,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4,Other
CYB5A,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
LDHA,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
ALDH1A1,aldehyde metabolic process,GO:BP,C4,Metabolic & Redox Regulation
SOD1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
CP,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
PGK1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
HP,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
CFB,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
CA2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
SERPINA1,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
SERPINA3,HALLMARK_KRAS_SIGNALING_UP,Hallmark,C4,Intracellular Transport & Signaling
AGT,regulation of tube size,GO:BP,C4,Other
A2M,HALLMARK_COAGULATION,Hallmark,C4,Immune & Complement
C3,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
JCHAIN,antimicrobial humoral response,GO:BP,C4,Other
IGKV3-20,antimicrobial humoral response,GO:BP,C4,Other
IGHV3-7,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
IGKC,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
IGHG1,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
IGHG2,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
IGHG3,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
IGHM,antimicrobial humoral response,GO:BP,C4,Other
IGHA1,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
HLA-DRB1,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
APOE,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
APOC2,HALLMARK_COAGULATION,Hallmark,C4,Immune & Complement
LRG1,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
RBP4,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
ORM1,immune system process,GO:BP,C4,Immune & Complement
ALB,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
PPBP,antimicrobial humoral response,GO:BP,C4,Other
TF,antimicrobial humoral response,GO:BP,C4,Other
FTH1,immune system process,GO:BP,C4,Immune & Complement
MT2A,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
CAT,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
ALDOA,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
KRT1,vasculature development,GO:BP,C4,Other
GAPDH,HALLMARK_HYPOXIA,Hallmark,C4,Other
HLA-A,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
APOD,HALLMARK_KRAS_SIGNALING_UP,Hallmark,C4,Intracellular Transport & Signaling
ALDH2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
S100A8,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
SERPING1,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
S100A9,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
EIF4E,cellular response to oxygen-containing compound,GO:BP,C4,Other
ENO1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
GPI,HALLMARK_HYPOXIA,Hallmark,C4,Other
DBI,regulation of protein modification process,GO:BP,C4,Other
GPX1,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
CTSD,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
DCN,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
PSAP,positive regulation of molecular function,GO:BP,C4,Other
BPGM,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
PFKM,purine-containing compound catabolic process,GO:BP,C4,Other
CFH,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
SERPINF2,regulation of tube size,GO:BP,C4,Other
KRT19,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4,Other
ENO2,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
GSTP1,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
QDPR,small molecule biosynthetic process,GO:BP,C4,Other
HMGB1,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
FBP1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
GSTM1,small molecule biosynthetic process,GO:BP,C4,Other
LTA4H,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
IGLC2,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
IGLC3,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
TXN,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
PRKAR1A,cellular response to oxygen-containing compound,GO:BP,C4,Other
ESD,aldehyde metabolic process,GO:BP,C4,Metabolic & Redox Regulation
CLU,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
EPB41,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
SPTB,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
DMD,regulation of protein modification process,GO:BP,C4,Other
ADH5,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
CKB,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4,Other
ANXA3,vasculature development,GO:BP,C4,Other
XRCC5,regulation of protein modification process,GO:BP,C4,Other
IFITM1,immune system process,GO:BP,C4,Immune & Complement
LAMP2,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
RNH1,vasculature development,GO:BP,C4,Other
VCAN,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
TPT1,negative regulation of response to stimulus,GO:BP,C4,Other
ALAD,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
LCP1,HALLMARK_KRAS_SIGNALING_UP,Hallmark,C4,Intracellular Transport & Signaling
PRKAR2A,negative regulation of response to stimulus,GO:BP,C4,Other
ENO3,HALLMARK_HYPOXIA,Hallmark,C4,Other
CD59,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
PKM,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
CPA3,regulation of systemic arterial blood pressure,GO:BP,C4,Immune & Complement
PGAM2,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
NME1,positive regulation of molecular function,GO:BP,C4,Other
ANK1,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
PPP3CB,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
FAH,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
PGAM1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
TSPAN8,regulation of response to external stimulus,GO:BP,C4,Other
TYMP,vasculature development,GO:BP,C4,Other
ATP2B1,regulation of tube size,GO:BP,C4,Other
GSTM3,response to hormone,GO:BP,C4,Other
GPD1,small molecule biosynthetic process,GO:BP,C4,Other
COMT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
OSBP,small molecule biosynthetic process,GO:BP,C4,Other
GPX3,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
FBLN1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
S100A1,HALLMARK_COAGULATION,Hallmark,C4,Immune & Complement
ATP2B4,small molecule biosynthetic process,GO:BP,C4,Other
ACP1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
AZGP1,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
PSMA1,regulation of response to external stimulus,GO:BP,C4,Other
U2AF2,regulation of protein modification process,GO:BP,C4,Other
GSTM2,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
CD38,regulation of tube size,GO:BP,C4,Other
IMPA1,small molecule biosynthetic process,GO:BP,C4,Other
EPHA2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
TKT,aldehyde metabolic process,GO:BP,C4,Metabolic & Redox Regulation
PRDX6,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
BLVRB,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
DDT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
PEBP1,negative regulation of response to stimulus,GO:BP,C4,Other
PDIA3,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
ADSS2,immune system process,GO:BP,C4,Immune & Complement
LRPAP1,negative regulation of response to stimulus,GO:BP,C4,Other
SRI,cellular response to oxygen-containing compound,GO:BP,C4,Other
GDI1,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
CASQ1,positive regulation of molecular function,GO:BP,C4,Other
DNAJA1,regulation of protein modification process,GO:BP,C4,Other
PRDX2,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
SHMT1,small molecule biosynthetic process,GO:BP,C4,Other
MPI,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
GPC1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
RDX,response to hormone,GO:BP,C4,Other
AGL,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
BSG,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
GLRX,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
PPM1A,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
MAP2K2,regulation of protein modification process,GO:BP,C4,Other
PGM1,HALLMARK_HYPOXIA,Hallmark,C4,Other
SERPINF1,cellular response to oxygen-containing compound,GO:BP,C4,Other
GPX4,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
TALDO1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
SNCA,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
COL18A1,vasculature development,GO:BP,C4,Other
STAT3,purine-containing compound catabolic process,GO:BP,C4,Other
MDH1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
PPP1R2,carbohydrate metabolic process,GO:BP,C4,Metabolic & Redox Regulation
SLC1A4,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4,Other
GPD2,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
PHKA1,carbohydrate metabolic process,GO:BP,C4,Metabolic & Redox Regulation
NSF,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
IQGAP1,regulation of protein modification process,GO:BP,C4,Other
LIMS1,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
PREP,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
ME1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
PIP4K2A,cellular response to oxygen-containing compound,GO:BP,C4,Other
GCLM,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
ALDH9A1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
FNTA,regulation of protein modification process,GO:BP,C4,Other
PCYT1A,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
HINT1,purine-containing compound catabolic process,GO:BP,C4,Other
GSK3A,regulation of protein modification process,GO:BP,C4,Other
ST13,response to bacterium,GO:BP,C4,Other
MECP2,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
ALDH3A2,aldehyde metabolic process,GO:BP,C4,Metabolic & Redox Regulation
STAT5B,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
HDGF,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
PGD,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
AKR1C2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
MAPK12,positive regulation of molecular function,GO:BP,C4,Other
CACNB3,trans-synaptic signaling,GO:BP,C4,Intracellular Transport & Signaling
CACNA2D1,cellular response to oxygen-containing compound,GO:BP,C4,Other
USP14,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
RAD23A,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
ADK,small molecule biosynthetic process,GO:BP,C4,Other
CDH13,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
MTPN,positive regulation of molecular function,GO:BP,C4,Other
DEFA3,antimicrobial humoral response,GO:BP,C4,Other
TPI1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
PRPS1,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
PSMA6,regulation of response to external stimulus,GO:BP,C4,Other
CDC42,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
UBE2D3,negative regulation of response to stimulus,GO:BP,C4,Other
UBE2N,regulation of protein modification process,GO:BP,C4,Other
RAB14,response to bacterium,GO:BP,C4,Other
RAP1B,cellular response to oxygen-containing compound,GO:BP,C4,Other
PCBD1,small molecule biosynthetic process,GO:BP,C4,Other
RHOA,regulation of tube size,GO:BP,C4,Other
PKIA,regulation of protein modification process,GO:BP,C4,Other
YWHAG,lymphocyte mediated immunity,GO:BP,C4,Immune & Complement
RAP1A,regulation of protein modification process,GO:BP,C4,Other
GNB1,cellular response to oxygen-containing compound,GO:BP,C4,Other
GNB2,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
FKBP1A,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
RAC1,HALLMARK_COAGULATION,Hallmark,C4,Immune & Complement
VAMP2,cellular response to oxygen-containing compound,GO:BP,C4,Other
PPP3R1,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
UBE2B,regulation of protein modification process,GO:BP,C4,Other
SKP1,regulation of protein modification process,GO:BP,C4,Other
EIF5A,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
PPP2CA,purine-containing compound catabolic process,GO:BP,C4,Other
UBE2L3,regulation of protein modification process,GO:BP,C4,Other
HBB,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
HBA1,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
PIP4K2B,cellular response to oxygen-containing compound,GO:BP,C4,Other
ARF1,trans-synaptic signaling,GO:BP,C4,Intracellular Transport & Signaling
AMPD3,HALLMARK_HYPOXIA,Hallmark,C4,Other
FABP5,small molecule biosynthetic process,GO:BP,C4,Other
CACNB1,cellular response to oxygen-containing compound,GO:BP,C4,Other
FKBP4,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
UBXN1,regulation of protein modification process,GO:BP,C4,Other
GLO1,aldehyde metabolic process,GO:BP,C4,Metabolic & Redox Regulation
UBE3A,regulation of protein modification process,GO:BP,C4,Other
PRDX1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
CD47,vasculature development,GO:BP,C4,Other
STX4,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
MTAP,small molecule biosynthetic process,GO:BP,C4,Other
PAK1,regulation of protein modification process,GO:BP,C4,Other
PRDX4,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
CBX3,cellular response to oxygen-containing compound,GO:BP,C4,Other
SELENBP1,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
SNTA1,regulation of tube size,GO:BP,C4,Other
TMED1,immune system process,GO:BP,C4,Immune & Complement
FKBP5,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4,Other
SQSTM1,regulation of protein modification process,GO:BP,C4,Other
PIN1,regulation of protein modification process,GO:BP,C4,Other
STIM1,vasculature development,GO:BP,C4,Other
AAMP,vasculature development,GO:BP,C4,Other
PRKG1,regulation of tube size,GO:BP,C4,Other
HNRNPD,cellular response to oxygen-containing compound,GO:BP,C4,Other
DAG1,cellular response to oxygen-containing compound,GO:BP,C4,Other
GAMT,small molecule biosynthetic process,GO:BP,C4,Other
ITIH4,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
KARS1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
PTGES3,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
PTPA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
TMED2,vasculature development,GO:BP,C4,Other
DHCR24,small molecule biosynthetic process,GO:BP,C4,Other
MAPRE2,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
MYLK,vasculature development,GO:BP,C4,Other
UBE2V2,regulation of protein modification process,GO:BP,C4,Other
CDC37,regulation of protein modification process,GO:BP,C4,Other
SGCB,cellular response to oxygen-containing compound,GO:BP,C4,Other
HAGH,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
PHKG1,HALLMARK_HYPOXIA,Hallmark,C4,Other
TXNRD1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4,Metabolic & Redox Regulation
TOR1AIP1,positive regulation of molecular function,GO:BP,C4,Other
GNAS,cellular response to oxygen-containing compound,GO:BP,C4,Other
UBR4,small molecule biosynthetic process,GO:BP,C4,Other
CAVIN1,HALLMARK_HYPOXIA,Hallmark,C4,Other
SPRED2,regulation of protein modification process,GO:BP,C4,Other
HUWE1,regulation of protein modification process,GO:BP,C4,Other
CARM1,response to hormone,GO:BP,C4,Other
SLC44A2,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
ELMOD2,regulation of response to external stimulus,GO:BP,C4,Other
ADSS1,immune system process,GO:BP,C4,Immune & Complement
JAGN1,cellular response to oxygen-containing compound,GO:BP,C4,Other
DEPTOR,regulation of protein modification process,GO:BP,C4,Other
NT5C,purine-containing compound catabolic process,GO:BP,C4,Other
NEK7,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
SGCD,vasculature development,GO:BP,C4,Other
DDX17,response to hormone,GO:BP,C4,Other
PHKB,carbohydrate metabolic process,GO:BP,C4,Metabolic & Redox Regulation
WBP2,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
OTUB1,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
DCUN1D1,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
CNDP2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
STAC3,trans-synaptic signaling,GO:BP,C4,Intracellular Transport & Signaling
VPS35,cellular response to oxygen-containing compound,GO:BP,C4,Other
BBS4,response to hormone,GO:BP,C4,Other
PARK7,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
COPS8,regulation of protein modification process,GO:BP,C4,Other
CHP1,regulation of protein modification process,GO:BP,C4,Other
CPNE1,positive regulation of signaling,GO:BP,C4,Intracellular Transport & Signaling
PRMT1,cellular response to oxygen-containing compound,GO:BP,C4,Other
TXNDC17,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
LXN,HALLMARK_HYPOXIA,Hallmark,C4,Other
COPS4,regulation of protein modification process,GO:BP,C4,Other
MRI1,small molecule biosynthetic process,GO:BP,C4,Other
ADI1,small molecule biosynthetic process,GO:BP,C4,Other
NT5C1A,purine-containing compound catabolic process,GO:BP,C4,Other
NLN,small molecule biosynthetic process,GO:BP,C4,Other
ASPSCR1,regulation of protein modification process,GO:BP,C4,Other
NIBAN1,regulation of protein modification process,GO:BP,C4,Other
PITHD1,immune system process,GO:BP,C4,Immune & Complement
MYLK2,trans-synaptic signaling,GO:BP,C4,Intracellular Transport & Signaling
RBKS,carbohydrate metabolic process,GO:BP,C4,Metabolic & Redox Regulation
COPS7B,regulation of protein modification process,GO:BP,C4,Other
HHATL,regulation of protein modification process,GO:BP,C4,Other
AASDHPPT,small molecule biosynthetic process,GO:BP,C4,Other
PHPT1,negative regulation of response to stimulus,GO:BP,C4,Other
LANCL2,cellular response to oxygen-containing compound,GO:BP,C4,Other
PNPO,aldehyde metabolic process,GO:BP,C4,Metabolic & Redox Regulation
MYOF,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4,Other
GRHPR,HALLMARK_HYPOXIA,Hallmark,C4,Other
UBA2,regulation of protein modification process,GO:BP,C4,Other
COPS7A,regulation of protein modification process,GO:BP,C4,Other
ENOPH1,small molecule biosynthetic process,GO:BP,C4,Other
EIF2B4,response to hormone,GO:BP,C4,Other
LCMT1,carbohydrate metabolic process,GO:BP,C4,Metabolic & Redox Regulation
UBQLN1,regulation of protein modification process,GO:BP,C4,Other
NDRG2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
SNX6,regulation of protein modification process,GO:BP,C4,Other
COPS3,regulation of protein modification process,GO:BP,C4,Other
CHMP2B,trans-synaptic signaling,GO:BP,C4,Intracellular Transport & Signaling
PLAA,regulation of protein modification process,GO:BP,C4,Other
USP15,HALLMARK_COMPLEMENT,Hallmark,C4,Immune & Complement
DTNA,HALLMARK_HYPOXIA,Hallmark,C4,Other
GMPPB,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
SAR1B,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
SESN1,cellular oxidant detoxification,GO:BP,C4,Metabolic & Redox Regulation
